Name,State,EconomyRanking,Economy,SafetyRanking,Safety,Magnitude,Income,CostOfLiving,StateCOL,Crime,Population,RelocationNumber,COLIsEstimated
Porterville,CA,2256.0,388.66895314269726,1584.0,12.72348119575699,2756.554370949356,41976,107.99936465362282,146.9,4148,52777,83.0,T
Dayton,TN,2240.0,392.49054686234905,1607.0,12.55877034358047,2756.8186374877837,35579,90.64931699483189,90.0,553,6945,11.0,T
Bowie,TX,1927.0,439.3082955686014,1972.0,10.123616236162361,2757.192956613664,40227,91.56895147616952,92.6,542,5487,9.0,T
Casa Grande,AZ,1049.0,534.9853465225896,2551.0,6.85175636480825,2758.260683836827,52348,97.84940903571015,107.0,6206,42522,66.0,T
Fordyce,AR,2433.0,355.6823355741943,1300.0,15.025735294117647,2758.5302245942494,32500,91.3736690002717,92.1,272,4087,6.0,T
Royston,GA,2689.0,262.783905174346,629.0,23.157894736842106,2761.5868626570486,24097,91.69891886648333,89.8,114,2640,4.0,T
Lake Arthur,LA,2389.0,364.12217705743916,1386.0,14.429292929292929,2761.940803131016,33333,91.54344915042574,92.8,198,2857,4.0,T
Marshall,TX,1816.0,452.51390433815345,2081.0,9.569267515923567,2761.9589062837267,40681,89.9,92.6,2512,24038,38.0,F
Moses Lake,WA,954.0,544.0647857889237,2593.0,6.436756418284283,2762.926890093185,52067,95.7,112.8,3194,20559,32.0,F
Huntsville,TX,2386.0,364.3201754385965,1394.0,14.356714178544635,2763.3733008770278,33226,91.2,92.6,2666,38275,60.0,F
Lebanon,KY,2559.0,323.4499950959136,1047.0,17.26558265582656,2764.9032532803026,29796,92.11933977975329,93.9,369,6371,10.0,T
Kingsport,TN,1088.0,531.0116279069767,2546.0,6.8627058642450365,2768.728950258584,45667,86.0,90.0,6497,44587,70.0,F
Hobart,OK,2525.0,332.8425938867839,1138.0,16.411214953271028,2769.5972631413397,30083,90.3820621294422,88.2,214,3512,5.0,T
Medford,WI,1877.0,445.6017371135846,2037.0,9.791666666666666,2769.927435872644,41224,92.51310434073092,95.5,408,3995,6.0,T
Winchester,IN,1526.0,485.72294588187367,2312.0,8.295081967213115,2770.2021586880624,44464,91.54189724199999,91.1,549,4554,7.0,T
Taft,TX,2541.0,328.8717091591658,1106.0,16.744897959183675,2771.2663170471365,30156,91.69533030706889,92.6,196,3282,5.0,T
McAllen,TX,1658.0,471.09302325581393,2221.0,8.740050639485814,2771.606934613925,40514,86.0,92.6,15403,134623,211.0,F
Tulia,TX,2491.0,342.6960952521533,1216.0,15.804347826086957,2771.9554469724076,31389,91.59427386210572,92.6,276,4362,7.0,T
Hazard,KY,1183.0,520.8462672952152,2507.0,7.1540785498489425,2772.099926048843,48459,93.03896954402762,93.9,662,4736,7.0,T
Cadiz,KY,2443.0,353.09354535976564,1311.0,14.954022988505747,2772.5385479736797,32455,91.91615204104546,93.9,174,2602,4.0,T
Leitchfield,KY,2569.0,320.48167104825876,1046.0,17.268421052631577,2773.7838776660305,29531,92.1456752999555,93.9,380,6562,10.0,T
Oxford,AL,1546.0,483.2882897067632,2306.0,8.318664047151277,2776.2838471597242,43840,90.71190205456885,88.6,2545,21171,33.0,T
Bandon,OR,2577.0,316.62135500709303,1033.0,17.322580645161292,2776.331752510856,32297,102.00512217274945,127.5,186,3222,5.0,T
Harrison,AR,1929.0,439.1368499249932,1997.0,10.026415094339622,2776.5176030416233,40143,91.41341704039783,92.1,1325,13285,21.0,T
Robstown,TX,2074.0,420.6752279239363,1846.0,10.996353691886965,2776.5431745247542,38482,91.4767436863624,92.6,1097,12063,19.0,T
Siler City,NC,2126.0,412.88191844988427,1787.0,11.313924050632911,2777.272943014424,38236,92.60759139938239,96.4,790,8938,14.0,T
Morehead,KY,2598.0,312.0472591290656,985.0,17.81524249422633,2778.458025596212,28779,92.22641493574774,93.9,433,7714,12.0,T
Tillamook,OR,1933.0,438.8724154704615,1996.0,10.030092592592593,2778.579673142377,45000,102.53549417490959,127.5,432,4333,7.0,T
Spokane,WA,949.0,544.5517928286853,2613.0,6.222167804340506,2779.9946043113105,54673,100.4,112.8,32669,203272,318.0,F
Firebaugh,CA,2606.0,308.6484935699111,973.0,17.921518987341774,2781.719791783493,33265,107.77632385387047,146.9,395,7079,11.0,T
Coos Bay,OR,1601.0,477.45098039215685,2275.0,8.48300835654596,2781.874547854378,48700,102.0,127.5,1795,15227,24.0,F
Lancaster,OH,1492.0,488.2748192753258,2348.0,8.12051337829019,2781.9360165179933,44997,92.15506969370733,92.9,4597,37330,58.0,T
Cottage Grove,OR,1820.0,452.24360139424385,2104.0,9.408205128205129,2781.944643590163,46473,102.76098955679223,127.5,975,9173,14.0,T
Newaygo,MI,1792.0,454.7030043667189,2130.0,9.266666666666667,2783.5524065481504,41518,91.30795178673516,91.4,180,1668,3.0,T
Gilmer,TX,2207.0,398.83076735846134,1697.0,11.972093023255814,2784.000359195379,36465,91.42975663967762,92.6,430,5148,8.0,T
Burlington,NC,1061.0,533.7145969498911,2574.0,6.661988005614393,2784.0971606608846,48995,91.8,96.4,7837,52210,82.0,F
Mount Union,PA,2176.0,404.7470079637093,1744.0,11.623115577889447,2788.6398118079,37977,93.82898267997851,100.5,199,2313,4.0,T
Panama City,FL,1097.0,530.1864573110893,2564.0,6.768960414354421,2788.817849914189,54026,101.9,101.5,5406,36593,57.0,F
Prescott,AR,2387.0,364.22564177344884,1443.0,13.987301587301587,2789.2683628507316,33267,91.33623826708042,92.1,315,4406,7.0,T
Cochran,GA,2136.0,411.3976458937761,1795.0,11.279379157427938,2790.075447008557,37273,90.60090735089909,89.8,451,5087,8.0,T
South Hill,VA,2342.0,371.9088843304882,1517.0,13.31764705882353,2790.385815617618,34622,93.09269409448676,98.1,340,4528,7.0,T
Milford,DE,864.0,554.1917564407426,2654.0,5.621483375959079,2791.0951255734726,54485,98.31434583207457,106.6,1564,8792,14.0,T
Chipley,FL,2588.0,314.0761332684144,1054.0,17.181818181818183,2794.3979673625586,29653,94.41341400703656,101.5,220,3780,6.0,T
Eldon,MO,2092.0,417.963846351335,1853.0,10.948660714285714,2794.6507831927765,38052,91.0413671712983,91.2,448,4905,8.0,T
Middletown,OH,941.0,545.3893561290616,2633.0,5.920846755637368,2796.09906834504,50860,93.2544785270148,92.9,8692,51464,80.0,T
Palestine,TX,2177.0,404.6437873261512,1755.0,11.502800248911015,2796.3107838722076,36999,91.43597692302649,92.6,1607,18485,29.0,T
Bangor,ME,1722.0,463.6530612244898,2204.0,8.84047019311503,2796.9447616998086,45438,98.0,110.9,3573,31587,49.0,F
Black River Falls,WI,2186.0,403.05670154610993,1745.0,11.621993127147766,2797.0736493699983,37206,92.30959281232447,95.5,291,3382,5.0,T
Delta,CO,2130.0,412.34763924305474,1816.0,11.155234657039712,2799.063414787168,39370,95.47768982568054,105.8,831,9270,14.0,T
Prestonsburg,KY,2583.0,314.9427347975481,1079.0,17.0,2799.3088432682807,29037,92.19771339912191,93.9,225,3825,6.0,T
Spartanburg,SC,858.0,555.054945054945,2665.0,5.4074866310160425,2799.712306648667,50510,91.0,94.8,7480,40448,63.0,F
London,KY,1923.0,439.81087470449177,2036.0,9.800492610837438,2800.575833645645,37208,84.6,93.9,812,7958,12.0,F
Dexter,MO,2149.0,409.9677753553498,1797.0,11.267669172932331,2801.3229017733747,37316,91.02178815799712,91.2,665,7493,12.0,T
Oakridge,OR,2579.0,315.7027150751568,1094.0,16.81578947368421,2801.4419501392495,32205,102.01052592256997,127.5,190,3195,5.0,T
Carrollton,GA,1114.0,528.6929145113368,2572.0,6.678467788740568,2802.8877965412744,48548,91.82646233281227,89.8,3446,23014,36.0,T
Skowhegan,ME,2214.0,397.87261234341247,1720.0,11.812071330589848,2803.6041089996997,38582,96.9707358663306,110.9,729,8611,13.0,T
Steubenville,OH,1476.0,489.82912496011545,2384.0,7.885057471264368,2803.9315255547876,45151,92.17704235875406,92.9,2349,18522,29.0,T
Lima,OH,1280.0,510.0229357798165,2495.0,7.222610722610723,2804.1799157686014,44474,87.2,92.9,5148,37182,58.0,F
Russellville,AR,2040.0,424.65497076023394,1926.0,10.409817776124953,2805.5437975551195,36308,85.5,92.1,2689,27992,44.0,F
Albertville,AL,1682.0,468.1188118811881,2246.0,8.628667225481978,2806.0007127582844,42552,90.9,88.6,2386,20588,32.0,F
Russellville,KY,2188.0,402.70877121127137,1759.0,11.496038034865293,2807.3875756653197,36979,91.825663217551,93.9,631,7254,11.0,T
Winter Haven,FL,1480.0,489.3226577790745,2389.0,7.858695652173913,2810.28841936197,46466,94.95983736150441,101.5,4324,33981,53.0,T
Corbin,KY,2172.0,405.1851192488998,1786.0,11.324728260869565,2812.0064011306945,37208,91.8296310313006,93.9,736,8335,13.0,T
Searcy,AR,1825.0,451.73302107728335,2140.0,9.20348162475822,2812.5122221956653,38578,85.4,92.1,2585,23791,37.0,F
Mount Vernon,KY,2694.0,255.3909283190736,815.0,19.8062015503876,2814.5800752510136,23750,92.99468918617129,93.9,129,2555,4.0,T
York,SC,1890.0,443.77342715564515,2086.0,9.549311926605505,2814.8705121195185,40952,92.28132532062777,94.8,872,8327,13.0,T
South Boston,VA,1987.0,432.1157705680606,1994.0,10.03875968992248,2814.99644759989,40283,93.22270267304489,98.1,774,7770,12.0,T
Crossett,AR,1822.0,451.9789521860668,2146.0,9.174957118353344,2815.1376520518493,41358,91.50426098375947,92.1,583,5349,8.0,T
Raton,NM,2461.0,348.38923484078646,1367.0,14.551724137931034,2815.1749501585155,31694,90.97296021355002,90.6,435,6330,10.0,T
Huron,CA,2707.0,230.63549992318607,774.0,20.44776119402985,2815.4795328682467,25060,108.65629969517406,146.9,402,8220,13.0,T
Amory,MS,2296.0,380.8888092597694,1633.0,12.409407665505226,2817.4997781721295,33979,89.20976194085564,85.1,574,7123,11.0,T
Louisburg,NC,2397.0,362.1656886019887,1481.0,13.605072463768115,2817.6177881323792,33542,92.61506833923698,96.4,276,3755,6.0,T
Ferriday,LA,2714.0,221.49151812058818,759.0,20.758823529411764,2818.1336022268356,20672,93.33088768096934,92.8,170,3529,6.0,T
Galveston,TX,1391.0,498.7450269756071,2451.0,7.546290039194486,2818.205457378862,45991,92.21345078644634,92.6,7399,55835,87.0,T
Dawson,GA,2627.0,301.3672602119332,1023.0,17.4609375,2819.159094481899,27472,91.15787820044093,89.8,256,4470,7.0,T
Kellogg,ID,2441.0,353.67709172255263,1411.0,14.211920529801324,2819.4683896082256,32841,92.85588682051996,97.1,151,2146,3.0,T
Danville,VA,1869.0,446.2686567164179,2111.0,9.376617865478464,2819.4825766441613,38870,87.1,98.1,4713,44192,69.0,F
Mountain City,TN,2601.0,311.3907723281397,1090.0,16.857142857142858,2820.159747248372,28369,91.10417687684432,90.0,140,2360,4.0,T
Sonora,CA,968.0,542.7673443317296,2651.0,5.677300613496932,2822.20215434685,61168,112.69653681046665,146.9,815,4627,7.0,T
Moberly,MO,2191.0,401.7445772085435,1779.0,11.372564935064934,2822.290204780508,36563,91.010562616805,91.2,1232,14011,22.0,T
Harriman,TN,1752.0,460.29616424207944,2215.0,8.780876494023904,2824.1333183828274,41849,90.91755102697473,90.0,753,6612,10.0,T
Atlanta,TX,1905.0,442.57979199165175,2087.0,9.539007092198581,2825.7023905570804,40536,91.59026402354272,92.6,564,5380,8.0,T
Newberry,SC,2382.0,365.9776421411153,1522.0,13.266666666666667,2826.7309741112613,33717,92.12857868240827,94.8,840,11144,17.0,T
Yakima,WA,1295.0,508.9230769230769,2514.0,7.075286550672054,2827.935819639477,49620,97.5,112.8,12127,85802,134.0,F
Columbia,MS,2584.0,314.81834587306884,1153.0,16.24937655860349,2829.569755280827,28224,89.65170032174552,85.1,401,6516,10.0,T
Flint,MI,1083.0,531.7152858809801,2618.0,6.1926761521455695,2833.1630733157594,45568,85.7,91.4,17641,109245,171.0,F
Astoria,OR,1405.0,497.1895315967681,2462.0,7.454756380510441,2834.6902829057003,51616,103.81554059320327,127.5,1293,9639,15.0,T
Clinton,MO,1889.0,443.82186970794265,2115.0,9.353413654618475,2835.761978728116,40461,91.16495324267233,91.2,996,9316,15.0,T
Elwood,IN,1619.0,474.78824126119383,2329.0,8.227479526842584,2836.4417850539435,43400,91.40917198099793,91.1,1099,9042,14.0,T
Marlin,TX,2713.0,223.1813650414235,840.0,19.415807560137456,2840.0649640457173,20809,93.23807118097764,92.6,291,5650,9.0,T
Hamilton,AL,2667.0,286.3773487508643,981.0,17.864406779661017,2841.698435795044,26061,91.00230906415689,88.6,354,6324,10.0,T
Wharton,TX,1984.0,432.55828510695596,2035.0,9.80343716433942,2842.0909556170086,39592,91.52986166987955,92.6,931,9127,14.0,T
Sault Ste. Marie,MI,1893.0,443.2750427885526,2120.0,9.325925925925926,2842.1556959463005,40437,91.22327245319093,91.4,1485,13849,22.0,T
Yreka,CA,2238.0,393.75095980631534,1752.0,11.54874213836478,2842.2082963780117,42547,108.05560961915805,146.9,636,7345,11.0,T
Mathis,TX,2335.0,372.5802730629818,1623.0,12.448687350835323,2843.6515257675296,34075,91.45680129511281,92.6,419,5216,8.0,T
Grayling,MI,2311.0,378.89819230660186,1658.0,12.277777777777779,2844.2371560754214,34512,91.08515348121038,91.4,144,1768,3.0,T
Neosho,MO,1991.0,431.905256250227,2032.0,9.81239092495637,2844.838308234758,39345,91.0963676191179,91.2,1146,11245,18.0,T
Cameron,TX,2216.0,397.3252325147861,1785.0,11.32929292929293,2845.501888946834,36327,91.42887747167713,92.6,495,5608,9.0,T
Sebring,FL,2037.0,424.96240601503763,1988.0,10.065071770334928,2846.315688745716,39564,93.1,101.5,1045,10518,16.0,F
Ellensburg,WA,1928.0,439.28260057562886,2094.0,9.472746896923907,2846.4047498555087,42994,97.87321406234017,112.8,1853,17553,27.0,T
Hohenwald,TN,2488.0,343.3248810434502,1387.0,14.424242424242424,2848.4931104006555,31184,90.8294205337639,90.0,264,3808,6.0,T
Sanger,CA,2093.0,417.26068212611,1933.0,10.373913043478261,2849.059142945264,45226,108.3878782193315,146.9,2530,26246,41.0,T
Warrenton,MO,1906.0,442.05646841034047,2118.0,9.327690447400242,2849.3437841018763,40295,91.15351290956798,91.2,827,7714,12.0,T
Monterey,TN,2392.0,363.7637519294805,1552.0,12.969162995594713,2851.3800167638124,33000,90.71821979227167,90.0,227,2944,5.0,T
Lebanon,MO,1941.0,437.962978019553,2089.0,9.513210039630119,2851.5613267120875,39911,91.12870722652306,91.2,1514,14403,23.0,T
Paris,AR,2420.0,358.25842862135255,1511.0,13.357142857142858,2852.98457759589,32731,91.36142344495619,92.1,266,3553,6.0,T
Greenville,MI,1815.0,452.67090320391577,2203.0,8.841111111111111,2854.3710340458542,41325,91.29148727587695,91.4,900,7957,12.0,T
Jamestown,NY,2007.0,430.0,2031.0,9.820880245649949,2855.3476145646437,39259,91.3,143.7,2931,28785,45.0,F
Rocky Ford,CO,2519.0,334.34854894086965,1348.0,14.73076923076923,2857.002800138635,31936,95.51708868234974,105.8,260,3830,6.0,T
Longview,WA,1806.0,453.494094488189,2216.0,8.767090429359559,2858.7220921243816,46075,101.6,112.8,4169,36550,57.0,F
Gladwin,MI,2101.0,416.63785168972566,1939.0,10.341911764705882,2859.007170330288,37955,91.09829998899251,91.4,272,2813,4.0,T
Dinuba,CA,2122.5,413.3866353871175,1916.0,10.484095427435388,2859.381445347927,44780,108.32474048916845,146.9,2012,21094,33.0,T
Centerville,IA,2338.0,372.0228862799248,1648.0,12.337931034482759,2860.4454198603407,33771,90.7766732786148,90.3,435,5367,8.0,T
Shelby,NC,1872.0,445.9591373439274,2167.0,9.068980110029623,2863.6118801262155,39289,88.1,96.4,2363,21430,34.0,F
Truth or Consequences,NM,2620.0,305.1382294381907,1156.0,16.239277652370202,2863.6927209461564,27873,91.34548644173083,90.6,443,7194,11.0,T
Fayetteville,TN,1758.0,459.86422316716823,2262.0,8.549763033175356,2864.8225075910027,41808,90.91379127530455,90.0,844,7216,11.0,T
Mount Gilead,OH,2159.0,409.0477920918674,1885.0,10.716867469879517,2866.0959509409313,37442,91.53453636437416,92.9,332,3558,6.0,T
Belton,SC,2511.0,336.7328567582037,1382.0,14.44478527607362,2866.189979746632,31073,92.27789737878906,94.8,326,4709,7.0,T
Crescent City,CA,2358.0,369.5370688263378,1635.0,12.395238095238096,2869.388262330492,39849,107.8349193128629,146.9,630,7809,12.0,T
Myrtle Beach,SC,913.0,548.0253431890179,2721.0,3.54563085874367,2870.0888487989355,51898,94.7,94.8,9281,32907,51.0,F
Rockland,ME,1867.0,446.548044643439,2183.0,8.974729241877256,2872.4863794281077,43475,97.35794506661438,110.9,831,7458,12.0,T
McMinnville,TN,2187.0,402.9772690023772,1864.0,10.882775119617225,2873.5805191433215,36530,90.65027437015189,90.0,1254,13647,21.0,T
Saginaw,MI,1617.0,475.0238095238095,2376.0,7.927829014785536,2874.0328808139966,39902,84.0,91.4,6831,54155,85.0,F
Durant,OK,1968.0,434.4914872155159,2096.0,9.469176213857065,2875.1069545323007,39186,90.18818815329979,88.2,1833,17357,27.0,T
Ardmore,OK,1518.0,486.55097093812395,2442.0,7.597230583985551,2875.3587602245393,44093,90.62359882867736,88.2,3322,25238,39.0,T
Sweet Home,OR,1977.0,433.06400011697013,2088.0,9.531416400425986,2875.4604848615118,44367,102.44906061925379,127.5,939,8950,14.0,T
Biscoe,NC,1500.0,487.8278155356815,2456.0,7.522321428571429,2877.8352975804573,45504,93.27881385777944,96.4,224,1685,3.0,T
Columbus,GA,1240.0,513.7514124293785,2597.0,6.373700749335267,2877.847980696687,45467,88.5,89.8,28959,184576,289.0,F
Jennings,LA,2497.0,340.13411517557677,1432.0,14.078378378378378,2878.4775489831427,31180,91.66972264427203,92.8,740,10418,16.0,T
Henderson,TN,2302.0,380.5198823135405,1733.0,11.718181818181819,2881.404692159711,34500,90.66543327576433,90.0,550,6445,10.0,T
Arkadelphia,AR,2415.0,358.98283403559196,1574.0,12.800228310502282,2882.6551996380003,32796,91.35812883116407,92.1,876,11213,18.0,T
Booneville,AR,2410.0,359.9743728078284,1582.0,12.734177215189874,2882.849978753664,32885,91.3537253874336,92.1,316,4024,6.0,T
Gallup,NM,1066.0,533.5,2679.0,5.1816518557239934,2883.2962039998597,48015,90.0,90.6,3826,19825,31.0,F
West Point,MS,2563.0,322.21456793079864,1324.0,14.875167785234899,2884.778154382066,28863,89.57695545968873,85.1,745,11082,17.0,T
Kosciusko,MS,2639.0,295.4703756549829,1172.0,16.156043956043955,2887.543073271808,26556,89.877030619845,85.1,455,7351,11.0,T
Monticello,KY,2642.0,295.0024363744655,1167.0,16.189473684210526,2888.2612416469533,27263,92.41618589682875,93.9,380,6152,10.0,T
Boone,NC,2594.0,313.4249081458192,1271.0,15.294940796555435,2888.646222714024,29129,92.93773163187112,96.4,929,14209,22.0,T
Beckley,WV,1073.0,532.75,2682.0,5.102102102102102,2888.676686650827,42620,80.0,90.1,3330,16990,27.0,F
Greenville,TX,1803.0,453.7763147382306,2257.0,8.580180783394711,2888.7467871033627,41600,91.67512417213257,92.6,2987,25629,40.0,T
Cambridge,MD,1808.0,453.18746130272336,2253.0,8.592514124293785,2888.7493833837507,45684,100.8059664066559,121.4,1416,12167,19.0,T
Troy,AL,2608.0,307.6252625628609,1246.0,15.55050505050505,2890.3598391895775,27914,90.7402720031681,88.6,990,15395,24.0,T
New Castle,IN,1740.0,461.58754709087435,2309.0,8.30335016062414,2891.207533194392,42131,91.27412614471058,91.1,2179,18093,28.0,T
Dimmitt,TX,1661.0,470.7428283033176,2368.0,7.977973568281938,2892.463482915558,43233,91.8399546432247,92.6,454,3622,6.0,T
Jasper,TX,2084.0,419.07231427128244,2010.0,9.957534246575342,2895.3680249667746,38333,91.47108671842612,92.6,730,7269,11.0,T
Sumter,SC,1212.0,516.7196367763905,2630.0,5.952662721893491,2895.832177457803,45523,88.1,94.8,6422,38228,60.0,F
Polson,MT,2234.0,394.3810811527778,1848.0,10.985714285714286,2899.286119029993,37031,93.89649192034823,100.8,490,5383,8.0,T
Somerset,KY,1810.0,453.0215439967242,2266.0,8.523974982626823,2900.147582451624,41712,92.07509124621592,93.9,1439,12266,19.0,T
Springfield,OH,1242.0,513.6914285714286,2623.0,6.168805132317562,2902.187623156022,44948,87.5,92.9,9976,61540,96.0,F
Campbellsville,KY,2499.5,339.69432426193305,1475.0,13.662650602409638,2902.262091886258,31250,91.99447199448528,93.9,830,11340,18.0,T
Gloversville,NY,2148.0,410.0077769289695,1953.0,10.238691718858734,2903.121251343113,43977,107.25894110935036,143.7,1437,14713,23.0,T
Clovis,NM,1633.0,472.7387153594906,2402.0,7.828913400610185,2904.5297381848236,43127,91.22798408250613,90.6,4261,33359,52.0,T
Martinsville,IN,1262.0,512.0319566820302,2617.0,6.194244604316546,2905.397218970239,47078,91.94348006141196,91.1,1946,12054,19.0,T
Quartzsite,AZ,2715.0,212.19998587102862,1038.0,17.314432989690722,2906.6594227738483,20707,97.58247586588129,107.0,194,3359,5.0,T
Monticello,AR,2264.0,386.7038377617417,1826.0,11.119565217391305,2908.6031011466657,35299,91.28174213194293,92.1,828,9207,14.0,T
Butler,MO,2515.0,335.1790579890939,1463.0,13.788778877887788,2909.5693839467035,30581,91.23780042664553,91.2,303,4178,7.0,T
Ocala,FL,1630.0,473.3121693121693,2412.0,7.7594936708860756,2911.124181480412,44728,94.5,101.5,7268,56396,88.0,F
Potosi,MO,2260.0,388.0937824373927,1841.0,11.01639344262295,2914.9409942570023,35321,91.01150700784027,91.2,244,2688,4.0,T
Brownsville,TX,1959.0,436.20728929384967,2159.0,9.100283057015771,2915.297926456231,38299,87.8,92.6,19784,180040,282.0,F
Kenton,OH,1885.0,444.02409610562734,2225.0,8.719912472647703,2916.1361422265595,40714,91.69322196044669,92.9,914,7970,12.0,T
Sumiton,AL,1267.0,511.6088575407716,2629.0,5.9953271028037385,2918.377974149339,46615,91.11452882983973,88.6,428,2566,4.0,T
Springhill,LA,2719.0,201.6999987657225,1069.0,17.10810810810811,2921.595796820635,18915,93.77788852626642,92.8,296,5064,8.0,T
Charleston,MO,2556.0,325.6864794408776,1417.0,14.186968838526912,2922.503207868214,29740,91.31481310202426,91.2,353,5008,8.0,T
Murray,KY,2383.0,364.59255921262724,1692.0,12.015129682997118,2922.593539991492,33494,91.86693242542722,93.9,1388,16677,26.0,T
Manistique,MI,2349.0,371.14227812554225,1740.0,11.64313725490196,2923.251785255591,33813,91.10522296401501,91.4,255,2969,5.0,T
Paragould,AR,1446.0,493.56072990345956,2545.0,6.879240162822253,2927.104542034671,45394,91.97247116657572,92.1,3685,25350,40.0,T
Rolla,MO,2055.0,422.842388793788,2085.0,9.55012853470437,2927.4989325360993,38503,91.05756901486328,91.2,1945,18575,29.0,T
Crisfield,MD,2595.0,313.37060007816905,1362.0,14.620320855614974,2930.711347096469,31410,100.23275952551037,121.4,187,2734,4.0,T
Athens,TX,2175.0,404.8869752421959,1966.0,10.169590643274853,2931.856237948921,37614,92.9,92.6,1197,12173,19.0,F
Keokuk,IA,1842.0,450.0116252847309,2286.0,8.411147011308563,2935.7724707476905,40919,90.92876206055737,90.3,1238,10413,16.0,T
Folkston,GA,2615.0,305.9648666862288,1339.0,14.788461538461538,2937.881209307143,27875,91.1052314662853,89.8,208,3076,5.0,T
Idabel,OK,2354.0,370.32585630840885,1758.0,11.496632996632997,2938.006126610358,33389,90.16113628369905,88.2,594,6829,11.0,T
Martin,TN,2408.0,360.07242589763064,1684.0,12.077380952380953,2938.4213448721066,32671,90.73452352968687,90.0,840,10145,16.0,T
Bridgeton,NJ,2016.0,428.3565523745817,2138.0,9.219503287070854,2938.588096348313,42614,99.48254500548799,118.3,2738,25243,39.0,T
Florence,SC,1189.0,520.2052451539339,2688.0,4.968899153194765,2939.2286403068406,45622,87.7,94.8,6495,32273,50.0,F
Anniston,AL,1268.0,511.5519253208868,2652.0,5.673288654858784,2939.5455431069613,43840,85.7,88.6,4178,23703,37.0,F
Stockton,CA,1553.0,482.306338028169,2498.0,7.214243367422558,2941.396437068625,54790,113.6,146.9,40482,292047,457.0,F
Youngstown,OH,1452.0,493.21759259259255,2560.0,6.80327868852459,2943.1112789019717,42614,86.4,92.9,10492,71380,112.0,F
North Adams,MA,2005.0,430.34927581693273,2155.0,9.10857908847185,2943.4758364899144,44757,104.00156922545696,132.5,1492,13590,21.0,T
Santa Rosa,NM,2676.0,281.2290427379954,1234.0,15.620481927710843,2946.817266136467,25774,91.6477179919576,90.6,166,2593,4.0,T
Rome,GA,1712.0,464.8102678571429,2399.0,7.8365147091848195,2947.2266624744016,41647,89.6,89.8,4453,34896,55.0,F
Holbrook,AZ,1360.0,502.4393988162767,2615.0,6.211853720050441,2947.5116624027123,48750,97.02662672324797,107.0,793,4926,8.0,T
Bushnell,FL,2329.0,373.5888307292593,1811.0,11.17156862745098,2950.2477862037285,35156,94.10345574672074,101.5,204,2279,4.0,T
Franklin,NC,2150.0,409.8674088782049,2023.0,9.875930521091812,2952.1227955489926,37953,92.59823830315332,96.4,403,3980,6.0,T
Benton,IL,2011.0,428.88677107060823,2162.0,9.090425531914894,2952.687758636189,38972,90.8678062107539,90.5,752,6836,11.0,T
Altavista,VA,2198.0,400.3722509532797,1974.0,10.121212121212121,2954.2985631110473,37271,93.09086708996031,98.1,330,3340,5.0,T
Salem,IL,2105.0,415.39644631195176,2074.0,9.586114819759679,2955.080540357572,37727,90.82167248890718,90.5,749,7180,11.0,T
Kerman,CA,2019.0,427.7976170930273,2160.0,9.098562628336756,2956.6807402896916,46449,108.57704237725889,146.9,1461,13293,21.0,T
Springfield,MO,1216.0,516.5513264129181,2697.0,4.739795456602407,2958.4565232566797,44785,86.7,91.2,33147,157110,246.0,F
Texarkana,TX,1436.0,494.4843568945539,2592.0,6.445021645021645,2963.200971922087,42674,86.3,92.6,5775,37220,58.0,F
Leland,MS,2341.0,371.92017800204013,1820.0,11.138095238095238,2965.245521031943,33190,89.23957871362909,85.1,420,4678,7.0,T
Richmond,KY,1863.0,447.2136563876652,2308.0,8.305216967333008,2966.080410238401,40607,90.8,93.9,4102,34068,53.0,F
Pascagoula,MS,1743.0,460.78815616910117,2401.0,7.828942980993665,2966.9597233531836,41190,89.39031841105741,85.1,2999,23479,37.0,T
Bristow,OK,2444.0,352.9827758244246,1683.0,12.09016393442623,2967.427336936829,31854,90.24236359862596,88.2,366,4425,7.0,T
Jackson,OH,1653.0,471.2390264855725,2465.0,7.439467312348668,2967.9342984641694,43326,91.9406024647801,92.9,826,6145,10.0,T
Rocky Mount,NC,1566.0,481.26840317100795,2523.0,7.004811641826077,2969.492380862426,42496,88.3,96.4,8521,59688,93.0,F
Salisbury,MD,1309.0,507.99418604651163,2667.0,5.391869315017635,2970.9207327022377,52425,103.2,121.4,5387,29046,45.0,F
Piedmont,AL,2423.0,357.8971427762377,1723.0,11.778301886792454,2973.156235383536,32330,90.33321626770619,88.6,424,4994,8.0,T
Roanoke Rapids,NC,1926.0,439.5186522262335,2268.0,8.52061310782241,2975.449545866977,36524,83.1,96.4,1892,16121,25.0,F
Pahokee,FL,2688.0,263.5677321533423,1276.0,15.239910313901346,2975.486514840892,25049,95.03818921743661,101.5,446,6797,11.0,T
Milton,DE,1390.0,498.7527008354662,2634.0,5.918238993710692,2978.2639238321376,48287,96.81551582400238,106.6,318,1882,3.0,T
Aberdeen,WA,1494.0,488.1352459016394,2577.0,6.640383813099708,2978.752255559364,47642,97.6,112.8,2397,15917,25.0,F
Miami,OK,2215.0,397.61089497588546,1995.0,10.036377708978328,2980.9813820284085,35828,90.10819485259054,88.2,1292,12967,20.0,T
Corning,CA,2220.0,396.5973460918885,1990.0,10.059065934065934,2981.3587506370313,42868,108.08947770938391,146.9,728,7323,11.0,T
