DataSourceName,DataSourceCode,StationID,ActualStationID,Latitude_DD,Longitude_DD,SampleDate,SampleTime,ActivityDepth,ActivityDepthUnit,Characteristic,ResultValue,ResultUnit,ValueQualifier,ResultComment,WaterbodyID,WaterbodyName
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2017-04-26 13:06:00.000,13:06:00.000000,0.5,m,Temperature, water,23.60000000,deg C,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2017-04-26 13:06:00.000,13:06:00.000000,0.5,m,Temperature, water,74.48000000,deg F,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2017-04-26 13:06:00.000,13:06:00.000000,0.5,m,Phosphorus as P,94.00000000,ug/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2017-04-26 13:06:00.000,13:06:00.000000,0.5,m,Phosphorus, phosphate (PO4) as P,0.00200000,mg/l,U,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2021-05-13 12:10:00.000,12:10:00.000000,0.5,m,Alkalinity, Total (total hydroxide+carbonate+bicarbonate),19.00000000,mg/l CaCO3,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2017-04-26 13:06:00.000,13:06:00.000000,0.5,m,Potassium,5.40000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2017-04-26 13:06:00.000,13:06:00.000000,0.5,m,Silica,470.00000000,ug/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2017-04-26 13:06:00.000,13:06:00.000000,0.5,m,Sodium,8.60000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2017-04-26 13:06:00.000,13:06:00.000000,0.5,m,Sulfur, sulfate (SO4) as SO4,19.90000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2017-04-26 13:06:00.000,13:06:00.000000,0.5,m,Total Suspended Solids (TSS),28.00000000,mg/l,I,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2017-04-26 13:06:00.000,13:06:00.000000,0.5,m,True Color,52.00000000,PCU,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2017-04-26 13:06:00.000,13:06:00.000000,0.5,m,Turbidity,14.00000000,NTU,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2017-04-26 13:06:00.000,13:06:00.000000,0.5,m,Dissolved oxygen (DO),8.41000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2021-05-13 12:10:00.000,12:10:00.000000,0.5,m,Nitrogen, Nitrite (NO2) as N,2.00000000,ug/l,U,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2021-05-13 12:10:00.000,12:10:00.000000,0.5,m,Pheophytin-a,0.78700000,ug/l,,Preparation date and time listed for this result is the date and time of sample filtration.,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2021-05-13 12:10:00.000,12:10:00.000000,0.5,m,Phosphorus as P,81.00000000,ug/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2021-05-13 12:10:00.000,12:10:00.000000,0.5,m,Phosphorus, phosphate (PO4) as P,0.00200000,mg/l,U,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2021-05-13 12:10:00.000,12:10:00.000000,0.5,m,Potassium,5.20000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2021-05-13 12:10:00.000,12:10:00.000000,0.5,m,Calcium,9.90000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2021-05-13 12:10:00.000,12:10:00.000000,0.5,m,Chloride,19.60000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2021-05-13 12:10:00.000,12:10:00.000000,0.5,m,Chlorophyll a, corrected for pheophytin,59.50000000,ug/l,,Preparation date and time listed for this result is the date and time of sample filtration.,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2021-05-13 12:10:00.000,12:10:00.000000,0.5,m,Chlorophyll b,2.19000000,ug/l,,Preparation date and time listed for this result is the date and time of sample filtration.,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2021-05-13 12:10:00.000,12:10:00.000000,0.5,m,Hardness, Ca + Mg,44.60000000,mg/l CaCO3,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2021-05-13 12:10:00.000,12:10:00.000000,0.5,m,Magnesium,4.80000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2021-05-13 12:10:00.000,12:10:00.000000,0.5,m,Nitrogen,1760.00000000,ug/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2021-05-13 12:10:00.000,12:10:00.000000,0.5,m,Nitrogen, ammonia as N,9.00000000,ug/l,IG,Analyte was detected at or above the method detection limit in both the sample and the associated field blank, equipment blank, or trip blank, and the blank value was greater than 10% of the associated sample value,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2021-05-13 12:10:00.000,12:10:00.000000,0.5,m,Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N,5.00000000,ug/l,U,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2021-05-13 12:10:00.000,12:10:00.000000,0.5,m,Temperature, water,82.94000000,deg F,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-05-14 11:48:00.000,11:48:00.000000,0.5,m,Alkalinity, Total (total hydroxide+carbonate+bicarbonate),28.00000000,mg/l CaCO3,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-05-14 11:48:00.000,11:48:00.000000,0.5,m,Calcium,13.20000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-05-14 11:48:00.000,11:48:00.000000,0.5,m,Chloride,20.50000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-05-14 11:48:00.000,11:48:00.000000,0.5,m,Chlorophyll a, corrected for pheophytin,47.20000000,ug/l,,Preparation date and time listed for this result is the date and time of sample filtration.,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2021-05-13 12:10:00.000,12:10:00.000000,0.5,m,Silica,1020.00000000,ug/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2021-05-13 12:10:00.000,12:10:00.000000,0.5,m,Sodium,8.20000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2021-05-13 12:10:00.000,12:10:00.000000,0.5,m,Sulfur, sulfate (SO4) as SO4,21.70000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2021-05-13 12:10:00.000,12:10:00.000000,0.5,m,Total Suspended Solids (TSS),28.00000000,mg/l,I,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2021-05-13 12:10:00.000,12:10:00.000000,0.5,m,True Color,53.00000000,PCU,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2021-05-13 12:10:00.000,12:10:00.000000,0.5,m,Turbidity,8.30000000,NTU,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2021-05-13 12:10:00.000,12:10:00.000000,0.5,m,Dissolved oxygen (DO),8.71000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2021-05-13 12:10:00.000,12:10:00.000000,0.5,m,pH,9.20000000,None,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2021-05-13 12:10:00.000,12:10:00.000000,0.5,m,Secchi disk depth,1.31232000,ft,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2021-05-13 12:10:00.000,12:10:00.000000,0.5,m,Specific conductance,168.00000000,umho,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2021-05-13 12:10:00.000,12:10:00.000000,0.5,m,Temperature, water,28.30000000,deg C,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-05-14 11:48:00.000,11:48:00.000000,0.5,m,Potassium,5.50000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-05-14 11:48:00.000,11:48:00.000000,0.5,m,Silica,440.00000000,ug/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-05-14 11:48:00.000,11:48:00.000000,0.5,m,Sodium,9.60000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-05-14 11:48:00.000,11:48:00.000000,0.5,m,Sulfur, sulfate (SO4) as SO4,20.80000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-05-14 11:48:00.000,11:48:00.000000,0.5,m,Total Suspended Solids (TSS),40.00000000,mg/l,I,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-05-14 11:48:00.000,11:48:00.000000,0.5,m,True Color,41.00000000,PCU,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-05-14 11:48:00.000,11:48:00.000000,0.5,m,Hardness, Ca + Mg,56.40000000,mg/l CaCO3,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-05-14 11:48:00.000,11:48:00.000000,0.5,m,Magnesium,5.70000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-05-14 11:48:00.000,11:48:00.000000,0.5,m,Nitrogen,2120.00000000,ug/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-05-14 11:48:00.000,11:48:00.000000,0.5,m,Nitrogen, ammonia as N,15.00000000,ug/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-05-14 11:48:00.000,11:48:00.000000,0.5,m,Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N,5.00000000,ug/l,U,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-05-14 11:48:00.000,11:48:00.000000,0.5,m,Nitrogen, Nitrite (NO2) as N,2.00000000,ug/l,U,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-05-14 11:48:00.000,11:48:00.000000,0.5,m,Pheophytin-a,0.88000000,ug/l,J,Preparation date and time listed for this result is the date and time of sample filtration. DUP 878619 fails for Pheo.  JWL 5/26/2020; Precision or accuracy criteria not met,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-05-14 11:48:00.000,11:48:00.000000,0.5,m,Phosphorus as P,99.00000000,ug/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-05-14 11:48:00.000,11:48:00.000000,0.5,m,Phosphorus, phosphate (PO4) as P,0.00200000,mg/l,I,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2019-05-21 11:49:00.000,11:49:00.000000,0.5,m,Chlorophyll a, corrected for pheophytin,50.10000000,ug/l,,Preparation time listed for this result is the time and date of sample filtration.,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2019-05-21 11:49:00.000,11:49:00.000000,0.5,m,Hardness, Ca + Mg,48.10000000,mg/l CaCO3,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2019-05-21 11:49:00.000,11:49:00.000000,0.5,m,Magnesium,5.10000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2019-05-21 11:49:00.000,11:49:00.000000,0.5,m,Nitrogen,1820.00000000,ug/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2019-05-21 11:49:00.000,11:49:00.000000,0.5,m,Nitrogen, ammonia as N,8.00000000,ug/l,I,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-05-14 11:48:00.000,11:48:00.000000,0.5,m,Turbidity,12.20000000,NTU,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-05-14 11:48:00.000,11:48:00.000000,0.5,m,Dissolved oxygen (DO),8.77000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-05-14 11:48:00.000,11:48:00.000000,0.5,m,pH,8.50000000,None,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-05-14 11:48:00.000,11:48:00.000000,0.5,m,Secchi disk depth,1.31232000,ft,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-05-14 11:48:00.000,11:48:00.000000,0.5,m,Specific conductance,184.00000000,umho,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-05-14 11:48:00.000,11:48:00.000000,0.5,m,Temperature, water,24.20000000,deg C,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-05-14 11:48:00.000,11:48:00.000000,0.5,m,Temperature, water,75.56000000,deg F,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2019-05-21 11:49:00.000,11:49:00.000000,0.5,m,Alkalinity, Total (total hydroxide+carbonate+bicarbonate),24.00000000,mg/l CaCO3,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2019-05-21 11:49:00.000,11:49:00.000000,0.5,m,Calcium,10.90000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2019-05-21 11:49:00.000,11:49:00.000000,0.5,m,Chloride,19.30000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2019-05-21 11:49:00.000,11:49:00.000000,0.5,m,True Color,39.00000000,PCU,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2019-05-21 11:49:00.000,11:49:00.000000,0.5,m,Turbidity,8.60000000,NTU,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2019-05-21 11:49:00.000,11:49:00.000000,0.5,m,Dissolved oxygen (DO),10.50000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2019-05-21 11:49:00.000,11:49:00.000000,0.5,m,pH,9.50000000,None,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2019-05-21 11:49:00.000,11:49:00.000000,0.5,m,Secchi disk depth,1.64040000,ft,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2019-05-21 11:49:00.000,11:49:00.000000,0.5,m,Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N,5.00000000,ug/l,U,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2019-05-21 11:49:00.000,11:49:00.000000,0.5,m,Specific conductance,178.00000000,umho,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2019-05-21 11:49:00.000,11:49:00.000000,0.5,m,Temperature, water,28.40000000,deg C,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2019-05-21 11:49:00.000,11:49:00.000000,0.5,m,Nitrogen, Nitrite (NO2) as N,2.00000000,ug/l,U,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2019-05-21 11:49:00.000,11:49:00.000000,0.5,m,Pheophytin-a,0.51200000,ug/l,,Preparation time listed for this result is the time and date of sample filtration.,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2019-05-21 11:49:00.000,11:49:00.000000,0.5,m,Phosphorus as P,82.00000000,ug/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2019-05-21 11:49:00.000,11:49:00.000000,0.5,m,Phosphorus, phosphate (PO4) as P,0.00200000,mg/l,U,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2019-05-21 11:49:00.000,11:49:00.000000,0.5,m,Potassium,5.00000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2019-05-21 11:49:00.000,11:49:00.000000,0.5,m,Silica,940.00000000,ug/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2019-05-21 11:49:00.000,11:49:00.000000,0.5,m,Sodium,8.30000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2019-05-21 11:49:00.000,11:49:00.000000,0.5,m,Sulfur, sulfate (SO4) as SO4,20.70000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2019-05-21 11:49:00.000,11:49:00.000000,0.5,m,Total Suspended Solids (TSS),30.00000000,mg/l,I,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2018-05-22 11:45:00.000,11:45:00.000000,0.5,m,Nitrogen, ammonia as N,6.00000000,ug/l,IG,Analyte was detected at or above the method detection limit in both the sample and the associated field blank, equipment blank, or trip blank, and the blank value was greater than 10% of the associated sample value,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2018-05-22 11:45:00.000,11:45:00.000000,0.5,m,Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N,5.00000000,ug/l,U,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2018-05-22 11:45:00.000,11:45:00.000000,0.5,m,Nitrogen, Nitrite (NO2) as N,2.00000000,ug/l,I,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2018-05-22 11:45:00.000,11:45:00.000000,0.5,m,Pheophytin-a,1.08000000,ug/l,,Preparation time listed for this result is the time and date of sample filtration.,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2018-05-22 11:45:00.000,11:45:00.000000,0.5,m,Phosphorus as P,76.00000000,ug/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2018-05-22 11:45:00.000,11:45:00.000000,0.5,m,Phosphorus, phosphate (PO4) as P,0.00200000,mg/l,U,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2019-05-21 11:49:00.000,11:49:00.000000,0.5,m,Temperature, water,83.12000000,deg F,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2018-05-22 11:45:00.000,11:45:00.000000,0.5,m,Alkalinity, Total (total hydroxide+carbonate+bicarbonate),13.00000000,mg/l CaCO3,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2018-05-22 11:45:00.000,11:45:00.000000,0.5,m,Calcium,10.00000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2018-05-22 11:45:00.000,11:45:00.000000,0.5,m,Chloride,16.40000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2018-05-22 11:45:00.000,11:45:00.000000,0.5,m,Chlorophyll a, corrected for pheophytin,34.00000000,ug/l,,Preparation time listed for this result is the time and date of sample filtration.,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2018-05-22 11:45:00.000,11:45:00.000000,0.5,m,Hardness, Ca + Mg,42.30000000,mg/l CaCO3,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2018-05-22 11:45:00.000,11:45:00.000000,0.5,m,Magnesium,4.20000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2018-05-22 11:45:00.000,11:45:00.000000,0.5,m,Nitrogen,1160.00000000,ug/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2018-05-22 11:45:00.000,11:45:00.000000,0.5,m,Temperature, water,24.70000000,deg C,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2018-05-22 11:45:00.000,11:45:00.000000,0.5,m,Temperature, water,76.46000000,deg F,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-07-16 11:07:00.000,11:07:00.000000,0.5,m,Alkalinity, Total (total hydroxide+carbonate+bicarbonate),22.00000000,mg/l CaCO3,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-07-16 11:07:00.000,11:07:00.000000,0.5,m,Calcium,11.00000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-07-16 11:07:00.000,11:07:00.000000,0.5,m,Chloride,19.00000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-07-16 11:07:00.000,11:07:00.000000,0.5,m,Chlorophyll a, corrected for pheophytin,53.60000000,ug/l,,Preparation date and time listed for this result is the date and time of sample filtration.,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2018-05-22 11:45:00.000,11:45:00.000000,0.5,m,Potassium,5.50000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2018-05-22 11:45:00.000,11:45:00.000000,0.5,m,Silica,430.00000000,ug/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2018-05-22 11:45:00.000,11:45:00.000000,0.5,m,Sodium,7.10000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2018-05-22 11:45:00.000,11:45:00.000000,0.5,m,Sulfur, sulfate (SO4) as SO4,23.70000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2018-05-22 11:45:00.000,11:45:00.000000,0.5,m,Total Suspended Solids (TSS),18.00000000,mg/l,I,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2018-05-22 11:45:00.000,11:45:00.000000,0.5,m,True Color,49.00000000,PCU,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2018-05-22 11:45:00.000,11:45:00.000000,0.5,m,Turbidity,6.30000000,NTU,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2018-05-22 11:45:00.000,11:45:00.000000,0.5,m,Dissolved oxygen (DO),8.69000000,mg/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2018-05-22 11:45:00.000,11:45:00.000000,0.5,m,pH,7.90000000,None,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2018-05-22 11:45:00.000,11:45:00.000000,0.5,m,Secchi disk depth,1.96848000,ft,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2018-05-22 11:45:00.000,11:45:00.000000,0.5,m,Specific conductance,153.00000000,umho,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-07-16 11:07:00.000,11:07:00.000000,0.5,m,Phosphorus as P,83.00000000,ug/l,,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-07-16 11:07:00.000,11:07:00.000000,0.5,m,Phosphorus, phosphate (PO4) as P,0.00200000,mg/l,U,,1001006,Istokpoga, Lake
South Florida Water Management District,WIN_21FLSFWM,10010,,27.38210417,-81.24310194,2020-07-16 11:07:00.000,11:07:00.000000,0.5,m,Potassium,5.40000000,mg/l,,,1001006,Istokpoga, Lake
